Story intro,Story number,Wikipedia concepts,longitude,latitude
Title: Mountain region hard white cows milk cheese with PGI from Caerphillly LAU1 region within Wales. Event: Story begin. Description: The MOVING reference member state of this VC is SCOTLAND HUTTON. The reference MOVING Card ID of this VC is VC 02 UK. Traditional Welsh artisinal Caerphilly cheese is protected with Euopean Protected Georgaphical Indication (PGI) stuatus. PGI status is for English and Welsh spellings.,250,bed; international cheese awards; engagement; castle; south; year; caerphilly; tourism; wiltshire; scotland; cheese; reference; number; mountain; population density; west; cheesemaking; somerset; day; knowledge; hand; innovation; england; factory; town; festival; war; wales; cattle; gross value added; history; employment; west wales; grassland; marketing; machine; per capita income; coal; threat; dairy; landscape,-5.0,57.0
Title: Timber harvesting. Event: Story begin. Description: The MOVING reference member state of this VC is SWITZERLAND 2. The reference MOVING Card ID of this VC is VC 15 CH2. The VC is composed of several actors such as public and private forest owners; their forestry departments and other processing and sales companies. There is therefore often a mix of public and private actors. There is a Swiss wood label; which indicates that the wood comes from Swiss forests and has been processed in Swiss companies by highly qualified professionals.,423,lignerolle; crémines; courchapoix; year; le bémont; lugnez; beurnevésin; ederswiler; vaulion; sorvilier; vendlincourt; number; mountain; population density; la praz; novalles; valangin; courroux; switzerland; perrefitte; mauborget; vallorbe; chamblon; cronay; montcherand; la grande béroche; planning; develier; porrentruy; rossemaison; corgémont; reality; delémont; forest; eschert; rebévelier; le lieu; baulmes; les breuleux; mathod; le chenit; calcareous; courchavon; cormoret; les planchettes; bourrignon; innovation; champoz; reconvilier; middle ages; démoret; le noirmont; moutier; tavannes; rovray; treycovagnes; courrendlin; boudry; vuiteboeuf; tévenon; orzens; pleigne; asset; les bois; agiez; courtelary; bed; courtételle; cortaillod; boécourt; la baroche; sonvilier; sales; reference; schelten; limestone; fiez; fontenais; juriens; courtedoux; cuarny; muriaux; mettembert; suscévaz; les verrières; saicourt; ballaigues; courgenay; gross value added; bavois; milvignes; les clées; belprahon; les enfers; bofflens; loveresse; damphreux; la sagne; grandevent; les brenets; cornol; le locle; donneloye; soyhières; soubey; molondin; enges; cortébert; bonvillars; le landeron; la brévine; bretonnières; les genevez; yvonand; bonfol; movelier; employment; mervelier; saignelégier; mutrux; cornaux; coeuve; valbirse; per capita income; champvent; forestry; la neuveville,8.231973055555555,46.798561944444444
Title: Berries cultivated in Kopaonik Mountain/ National park; Dinaric Alps region; other mountain areas. Event: Story begin. Description: The MOVING reference member state of this VC is SERBIA. The reference MOVING Card ID of this VC is VC 17 SER. Key actors are suppliers (pickers); purchase stations; producers (enterprises); wholesale distributors; middlemen and retailers. Small producers with expert knowledge on how to cultivate and process the berries. VC dependendent on the local and natural conditions which are amply available but under threat of the effects of climate change; predomintantly drought; excessive rain; late season frost and hail storms. Strongly connected to local cultural traditions and important contributor to local culture. Important contributor to fruit production in Serbia and to export to other countries. New marketing strategies as well as innovative production and processing facilities could potentially contribute strongly to increased production and export. Most producers/processors adhere to at least one quality scheme such as the HACCP standard.,290,year; fruit; stolovi; soil; research; reference; mountain; population density; southeast europe; frost; organic food; serbia; potential; park; innovation; rain; raspberry; balkans; aronia; gross value added; climate; employment; hail; invasive species; deforestation; marketing; drought; species; plant; erosion; per capita income; dinaric alps; unfair competition; threat; soil erosion,20.933333333333334,43.95
Title: Central Appenninian (Abruzzo). Event: Story begin. Description: The MOVING reference member state of this VC is ITALY VINIDEA. The reference MOVING Card ID of this VC is VC 37 IT.,181,bed; year; value chain; phenomenon; summer; sales; cheese; reference; vineyard; number; mountain; transumanza; population density; interest; shortage; winery; day; italy; madonna; canestrato; innovation; winemaking; past; navelli; gross value added; employment; ofena; water; grassland; marketing; cover crop; per capita income; viticulture; gate; visitor; wine,12.5,42.5
Title: Grazalema wool blankets; textile craftsmanship. Event: Story begin. Description: The MOVING reference member state of this VC is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 39 ES. The textile craftsmanship had in Grazalema a complete articulation in the different phases of the production process. Successive crises; started in the mid-nineteenth century by the competitiveness of synthetic materials; textile industries located in other Spanish regions; or the absence of competitive transport networks; caused a steady decline in the activity until today with the presence of a small company; Mantas de Grazalema; which keeps alive that legacy. The type of product has expanded; along with the traditional blankets and scarves. The production is sold directly in two stores located in the municipality as well as throughout Europe and countries like the USA or Japan; increasingly thanks to online sales; difficult to sell through retail due to the current pandemic.,355,spain; wool; japan; year; portugal; municipality; yoga; grazalema; pandemic; sales; reference; mountain; population density; manufacturing; europe; sheep; innovation; crisis; textile; gross value added; transport; economy; employment; water; marketing; century; pilates; per capita income; valley; austria; landscape,-3.5,40.2
Title: Game meat selling to local consumers. Event: Story begin. Description: The MOVING reference member state of this VC is CZECH REPUBLIC. The reference MOVING Card ID of this VC is VC 17 CZ. Animals are hunted by members of the hunters organization. The game meat was not available for mainstream consumers. The VC has recently opened to public by developing new marketing chanels. It is possible to by game meat online from the associations of hunters. They do not sell meat products but the hunted animals that consumers have to process on their own.,58,deer; bed; altitude; game; forest; year; poland; germany; arable land; reference; number; mountain; population density; czech republic; pheasant; trutnov; park; knowledge; innovation; gross value added; employment; grassland; food; marketing; organization; meat; per capita income; austria; landscape,16.0,50.0
Title: 'Corsican chestnut flour - Farina castagnina corsa' PDO. Event: Story begin. Description: The MOVING reference member state of this VC is FRANCE INRAE. The reference MOVING Card ID of this VC is VC 09 FR. The activity is organized mainly around the Defense and Management Organization of the PDO. The diseases of orchards and the local uses of flour (pulenta) leads that farmers cannot reach all the demand. Maintaining brushless ecosystems around villages is a new challenge. The value of the chestnut can no longer be examined solely from the point of view of chestnut production but also from the point of view of issues linked to a complex resource environment; a common that involves other categories of actors (municipality; community associations; amateurs and professionals).,81,bed; spain; forest; constitution; year; portugal; existence; value chain; vegetation; reference; number; mountain; population density; cryphonectria; greece; interest; corsica; flour; france; italy; innovation; question; health; gross value added; employment; food; marketing; trade; management; turkey; organization; cynips; per capita income; farmer; forestry; landscape; governance,2.0,47.0
Title: Label of the Swiss Mother Cow Association (association des vaches mères suisse) for beef from suckler cows or suckler cows in accordance with the principles of organic farming. Event: Story begin. Description: The MOVING reference member state of this VC is SWITZERLAND 2. The reference MOVING Card ID of this VC is VC 54 CH2. This VC is broad and includes all producers; slaughterhouses; retailers (department stores; local butchers and direct sales depending on the farms). Farmers must comply with strict specifications (those of the Swiss Mother Cow Association and of Swiss organic production). It is a large; highly organised and supervised VC.,434,courtelary; lignerolle; bed; courtételle; crémines; courchapoix; year; cortaillod; le bémont; boécourt; sonvilier; sales; vaulion; sorvilier; reference; number; population density; mountain; schelten; limestone; fiez; la praz; juriens; novalles; muriaux; courroux; les verrières; switzerland; perrefitte; saicourt; mauborget; vallorbe; cattle; lostorf; ballaigues; gross value added; belprahon; les enfers; loveresse; la grande béroche; develier; system; rossemaison; corgémont; delémont; la sagne; grandevent; eschert; rebévelier; les brenets; le lieu; le locle; baulmes; winter; soyhières; les breuleux; soubey; enges; cortébert; le chenit; la brévine; cormoret; les planchettes; bourrignon; innovation; les genevez; champoz; reconvilier; middle ages; le noirmont; employment; moutier; tavannes; courrendlin; mervelier; saignelégier; mutrux; boudry; food; grassland; tévenon; valbirse; calf; per capita income; asset; la neuveville; landscape; les bois,8.231973055555555,46.798561944444444
Title: This farm grows; processes and sells a local variety of pepper (peperone crusco). Event: Story begin. Description: The MOVING reference member state of this VC is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 12 IT. The VC is not dependent on other SES for its production process. The relevant actor is the farmer who produces and processes peppers. The products are labelled 'Mountain product ('Prodotto di Montagna'); and the farmer is a partner of some agriculture associations. It was the best 2020 Guardian Farmer ('contadino custode') of the Basilicata region.,145,bed; excellence; year; training; reference; number; mountain; population density; oil; potenza; associationism; farm; tradition; hunting; italy; senise; innovation; biodiversity; cattle; gross value added; employment; pepperoni; food; per capita income; farmer; dog; landscape; basilicata,12.5,42.5
Title: Full fat cheese in brine made out of cow milk; matured for one month. Event: Story begin. Description: The MOVING reference member state of this VC is SERBIA. The reference MOVING Card ID of this VC is VC 03 SER. Livestock husbandry is the main agricultural activity in the area of Zlatar Mountain. Cattle breeding is at the basis of the VC; the biggest number of the farmer households is with 1-2 and 3-9 animals. There were 8.735 cattle in Nova Varos in 2018; but this number is declining. Out of this number about 6.000 are milking cows (6.224 milking cows according to the Farm structure suvery perfomed in 2018). Animals are grazed on natural pastures; with lot of specific wild herbs and plants (also medical plants); which leads to high quality of cow milk. As a part of the production systems; farmers produce Zlatar cow cheese in brine; which is protected as a PDO product at Serbian level. Farms are mostly owned by farmers and registered as agriculture households; and there are a couple of milk processing units registered (on-farm processing registered) and small dairies. Farm processing is traditional; and there is a possibility to have small house processing units registration (Serbia adopted regulative for small processing unit registration). They have to fulfil HACCP requirements. Cheese is sold at the green market; or through the middle man to the restaurants and direct buyers. Small dairies are also supplying the retailers (even some bigger retail chains). PDO registration and ongoing certification process will allow producers of Zlatar cheese to add value to their product; have specific marketing and labeling.,283,role; year; tourism; brine; protection; pollution; cheese; number; mountain; population density; government; livestock; farm; belgrade; e-commerce; serbia; europe; knowledge; innovation; delicatessen; visibility; nature; milk; gross value added; zlatibor; climate; employment; montenegro; sustainable tourism; grassland; certification; uvac; management; carbon print; medical tourism; per capita income; dinaric alps; farmer; self; river; asset; lake; landscape,20.933333333333334,43.95
Title: Sheep - dairy products. Event: Story begin. Description: The MOVING reference member state of this VC is CZECH REPUBLIC. The reference MOVING Card ID of this VC is VC 05 CZ. Farms - sheep breeding; sheep husbandry; grazing; perennial grassland management. Farms often implement organic farming methods. Vast majority of farms process their own milk; produce dairy producsts and sell these products. Typical marketing chanells include (sales on farm; farmers markets; farm shops in nearby towns). Regional and other quality labels are not so important. The 'sheep products' are quite unusual a highly demanded by consumers. Demand for such products is fairly high; specific groups of consumers are willing to pay high premiums for such products.,46,bed; altitude; forest; grazing; year; arable land; number; mountain; population density; czech republic; majority; trutnov; sheep; innovation; nature; milk; cattle; gross value added; employment; goat; grassland; food; marketing; management; niche market; per capita income; time; dairy; landscape; territory,16.0,50.0
Title: Bovine meat of race Limousine and flour from corn 'ottofile'. Event: Story begin. Description: The MOVING reference member state of this VC is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 52 IT. The farm is active on promoting the territory and the mountain products are: meat from 15-month-old veal and 18-month-old heifer; and also an 'ottofile' corn flour.,169,innovation; bed; south; pavia; year; massif central; value chain; gross value added; employment; milan; veal; grassland; reference; marketing; number; mountain; population density; staffora; per capita income; lombardy; italy; governance,12.5,42.5
Title: Rosehip wine. Event: Story begin. Description: The MOVING reference member state of this VC is CZECH REPUBLIC. The reference MOVING Card ID of this VC is VC 16 CZ. A family (better to say unmarried couple) produce exlusive alcoholic drink of fruit wine type. It uses rosehips which are traditionally processed for tea. Wine is a sort of alternative product (if thinking tea from rosehip is mainly produced) using references to mountains (e.g. clean air).,57,bed; year; fruit; arena; reference; tea; number; mountain; population density; czech republic; protected area; fruit wine; europe; hand; innovation; harvest; business; spa; nature; gross value added; employment; vsetín; drink; food; grassland; month; per capita income; wine; landscape,16.0,50.0
Title: Rye Bread made from cereals grown at the mountain. Event: Story begin. Description: The MOVING reference member state of this VC is PORTUGAL ESTRELA. The reference MOVING Card ID of this VC is VC 07 PT2. Rye is cultivated in the mountain area and; after harvesting; it is transformed into flour in the water mills that still in operation in the region. The rye flour is then used to produce the Rye Bread. Nowadays; there are small bakeries with wood ovens where the Rye Bread is cooked; imitating the community wood ovens of the past.,215,bed; altitude; wool; year; portugal; municipality; value chain; covilhã; manteigas; cheese; reference; number; mountain; population density; flour; village; glacier; seia; innovation; bread; rye bread; gross value added; employment; pastoralism; management; per capita income; valley; landscape,-9.183333333333334,38.7
Title: Such as Hiking; Mountain Biking; Birdwatching and Fishing. Event: Story begin. Description: The MOVING reference member state of this VC is PORTUGAL ESTRELA. The reference MOVING Card ID of this VC is VC 19 PT2. At Serra da Estrela; Nature Tourism activities include: - Hiking and Biking - There are hundreds of kilimeters of marked trails with various levels of difficulty; - Birdwatching - Serra da Estrela is home to some species characteristic of high altitude areas; such as Anthus campestris; Monticola saxatilis; Cinclus cinclus and Emberiza hortulana. Above 1000 meters of altitude; about 100 species are present during the annual cycle. - Fishing - In some places at Serra da Estrela fishing is allowed.,227,bed; altitude; wool; beauty; year; fauna; portugal; value chain; municipality; flora; tourism; covilhã; manteigas; cheese; reference; birdwatching; number; mountain; population density; village; glacier; seia; innovation; biodiversity; nature; gross value added; employment; pastoralism; home; species; management; per capita income; valley; river; landscape,-9.183333333333334,38.7
Title: organic eggs. Event: Story begin. Description: The MOVING reference member state of this VC is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 47 IT. The company has closed the supply chain. It takes care of the animals from the first day of life the animals. They produce by themselves the feed mill; useful to satisfy the needs of all the animals. The eggs are daily collected in all the different typologies (traditional; on land and BIO) of production system; and transported to the market.,166,innovation; bed; alps; year; cottian alps; municipality; gross value added; employment; community; demand; cuneo; turin; reference; number; mountain; dronero; population density; per capita income; farm; worker; italy; landscape,12.5,42.5
Title: Botillo from El Bierzo. Event: Story begin. Description: The MOVING reference member state of this VC is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 28 ES. The companies associated with the PGI Botillo del Bierzo are meat companies that manufacture; in addition to botillo; a wide range of products including chorizo; salchichón; loin; marinated ribs; black pudding; cecina; androlla; and hams. The companies produce based on traditional; artisanal production processes; introducing quality control and critical points. Botillo del Bierzo is marketed mainly in the Bierzo area; Castilla y León; Madrid; Galicia and Catalonia. The associated companies are distributed in different municipalities of the region. Several online stores sell botillo and other gastronomic products from Bierzo.,347,bed; spain; protected geographical indication; altitude; chorizo; ecosystem; tongue; year; value chain; del; sausage; botillo; sea; ponferrada; number; population density; androlla; loin; shoulder; addition; innovation; discretion; salchichón; black pudding; cheek; tail; gastronomy; elaboration; gross value added; employment; natural region; community; food; certification; marketing; paprika; regulation; council; meat; blood sausage; encirclement; per capita income; el bierzo; madrid; catalonia,-3.5,40.2
Title: Government investment allows restoration for biodiversity and investment in C sequestration. Event: Story begin. Description: The MOVING reference member state of this VC is SCOTLAND HUTTON. The reference MOVING Card ID of this VC is VC 07 UK. Most of the Scottish projects are being developed by Angus Davidson Ltd (consultancy based in Inverness) and all projects from this source are being validated by Organic Farmers and Growers C.I.C.; which also includes Scottish Organic Producers Association (co-operative) so new actors enroled in this process. These actors are not within the LAU1 or RR9. Other actors are 6 landowners involved; NatureScot (Government nature/environmental agency) and consultants to advise on actions and do the measures (blocking gullies etc). Educational training and resources now being provided to upscale this approach across Scotland. VC very dependent on local assets but the national Peatland Action Programme is being rolled out to the whole of Scotland (including all RR9) and UK Peatland Code covers all UK. About reaching UK/Scottish climate and biodiveristy targets.,254,bed; caithness; year; project; natural capital; scottish borders; scotland; gwynedd; reference; number; ecology; population density; achnacarry; peat; knowledge; innovation; oughtershaw; england; funding; social; yorkshire; investment; tax; gross value added; wales; climate; employment; powys; people; food; lancashire; inverness; cromarty; dryhope; plant; per capita income; blanket; asset; governance,-5.0,57.0
Title: Fresh Fruit (Grapes). Event: Story begin. Description: The MOVING reference member state of this VC is TURKEY. The reference MOVING Card ID of this VC is VC 05 TR. Approximately 4517 tons of grapes were produced in Elmal in 2020. 45% of the grape production in Elmal is fresh table grape; 40% wine grape and 15% dried grape. There are two main marketing channels used by grape growers. The grape growers have problems in marketing fresh table grapes. The growers prefer to sell directly to consumers in order to get a high price for fresh table grapes. The growers sell wine grapes to wine companies. The problem in the grape value chain can be seen in the marketing of fresh grapes. One of the negative aspects of the value chain is that the grapes produced are supplied to the market without being processed. Also; it is observed that the grape growers in Elmal do not have a farmer organization. On the other hand; the fact that the grape grown in the region is a quality and special variety is an important opportunity to improve the value chain.,439,bed; year; value chain; table grape; reference; number; mountain; population density; problem; government; productivity; majority; antalya; hand; innovation; town; switzerland; gross value added; grape; requirement; employment; community; marketing; turkey; antalya province; per capita income; time; wine,36.0,39.0
Title: Nature-based Tourism. Event: Story begin. Description: The MOVING reference member state of this VC is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 16 SCA. This VC fosters the integration of outdoor recreations in wild nature with traditional practices and local products. Therefore; the VC seeks a tourism that boosts regional development based on local assets; trying to keep most of the economic benefits of the activity within the region. Many regional organisations work together with local producers and touristic buisiness and ski lodges along Norway. The actual emphasis on sustainable tourism tries to face overtourism and its impacts on natural ecosystems and local social systems due to over crowding.,309,bed; scandinavian mountains; role; grazing; year; importance; ski resort; oppdal; tourism; winter; trysil; hardangervidda national park; experience; summer; reference; ski; number; mountain; population density; sweden; honey; fly fishing; hunting; addition; finland; innovation; skiing; nature; recreation; gross value added; employment; sustainable tourism; grassland; marketing; management; snow; norway; meat; per capita income; alternatives; overtourism; asset; landscape; governance,14.76093611111111,64.77964194444445
Title: Almenland Herbs. Event: Story begin. Description: The MOVING reference member state of this VC is AUSTRIA. The reference MOVING Card ID of this VC is VC 03 AT. The association links 12 farms; which are certified organic. Some of the processing is done individually; other within the cooperation. The products are mainly sold locally via small shops; through a joint shop; online; and through hotels.,3,bed; alps; pollen; year; weiz; number; population density; phyllite; irrigation; limestone; herb; europe; pasture; park; slate; cooperation; hand; innovation; business; nature; gastronomy; gross value added; climate; employment; greywacke; food; marketing; per capita income; austria; habitat fragmentation,14.0,48.0
Title: Anzer honey. Event: Story begin. Description: The MOVING reference member state of this VC is TURKEY. The reference MOVING Card ID of this VC is VC 13 TR. Beekeepers come to the region for Anzer Honey production between 20th May and 30th June. There is a capacity of approximately 3000 hives. Producers who are not members of an Anzer honey cooperative in the region can only be accommodated if there is a quota remaining after the cooperative members have finished. The beekeepers and the cooperatives are the key actors.,447,bed; spain; patent; week; ecosystem; grazing; year; fauna; north; flora; winter; vegetation; office; romania; hungary; number; population density; world; czech republic; greece; honey; rize; plateau; france; trademark; serbia; slovakia; italy; innovation; may; town; august; festival; switzerland; gross value added; employment; cooperative; flower; rize province; june; turkey; plant; per capita income; austria; black sea,36.0,39.0
Title: It is a traditional local cheese from goat and sheep milk. Event: Story begin. Description: The MOVING reference member state of this VC is TURKEY. The reference MOVING Card ID of this VC is VC 18 TR. The feeding and milking activity of sheep and goat are caried out by small family farms. Cheese is ripened originally in dried goat or sheep skin. This is very unique and traditional production method that gives special taste to cheese. Some breeders sell raw milk to cooperatives or dairy firms to be processed.The perspectives of the product bring together the farmers; the local government; cooperatives and firms; packaging; promotion and marketing.,452,bed; spain; distance; grazing; year; importance; north; taste; skin; tourism; sheep milk; cheese; bergama; reference; agriculture; number; mountain; population density; province; raw milk; highland; wikipedia; serbia; bazaar; pasture; sheep; modernization; innovation; immigration; switzerland; gross value added; goat; employment; people; grassland; transhumance; tulum cheese; turkey; per capita income; madra mountains; dairy; landscape,36.0,39.0
Title: Fruits with pips. Event: Story begin. Description: The MOVING reference member state of this VC is FRANCE CCVD. The reference MOVING Card ID of this VC is VC 08 FR1. Fruit with pips VC is representative of the North of Drome departement and plain regions. The VC is mainly represented by large conventionnal exploitation; processed by large cooperatives (Lorifruit; Rhodacoop ) and marketed in long distribution chains or export. However; one can also find organic production; more driven to valorisation in local markets. In general; this VC faces strong climatic pressures: more and more freezing episodes in the spring; water scarcity as well as invasion of disease and parasites. In order to adapt; some actors of this VC are trying to diversify their production and to developping more resistant varieties and more adapted productions: almonds; grenades; kiwi. These productions adapt better to high temperature and need less water.,69,bed; alps; gardening; year; fruit; drôme; north; scarcity; rhône; reference; agriculture; number; mountain; east; population density; livestock; west; france; export; park; innovation; disease; social; gastronomy; gross value added; employment; water; freezing; invasion; per capita income; asset; job; landscape; territory,2.0,47.0
Title: Adventure experience days based on landscape features associated with mountains. Event: Story begin. Description: The MOVING reference member state of this VC is SCOTLAND HUTTON. The reference MOVING Card ID of this VC is VC 20 UK. South Lakeland includes much of the Lake District National Park (and UNESCO World Heritage Site); including all of the land higher than 3;000ft in England; the country's highest mountain (Scafell Pike; 928m/3209ft) and largest lake (Windermere). The area s landscape and geological features support a range of activities based on their remarkability (e.g. rock climbing; abseiling; canyoning; gorge walking; high-wire crossings) and employment of expert instructors and guides in their provision. Adventure experience days provide adrenaline-fuelled and place-based access for tourism and other markets in the country's 'outdoor capital' -- recent thematic campaigns are also strengthing the region's assocation with adventure activities. Economic value associated with the adventure tourism market is also strongly linked to leisure; accomodation; hospitality and other tourism facilities in the area. Tourism is worth £2.44 billion to the Cumbrian economy (2015); 16% of all trips to North-West England involve some form of outdoor activity.,266,bed; scree; education; year; aviemore; north; rock climbing; tourism; experience; building; scotland; gwynedd; lake district national park; reference; number; mountain; population density; south lakeland; hospitality; west; dunkeld; canyoning; leisure; commodification; novice; knowledge; innovation; england; recreation; gross value added; wales; economy; team; employment; abseiling; people; coast; scafell pike; per capita income; visitor; cumbria; landscape,-5.0,57.0
Title: 'LINBUL FARM' (ONLINE SALES OF GRASS-FED BEEF). Event: Story begin. Description: The MOVING reference member state of this VC is BULGARIA. The reference MOVING Card ID of this VC is VC 07 BG. Linbul Farm (https://petrohan.wordpress.com/) is an innovative farm enterprise in the Petrohan area of in the Berkovitsa Municipality (MON02) in Montana Province (BG312). Average altitude is approximately 1;400 metres and the farm manages 40 hectares of rough upland pastures with 60 suckler beef cows. The pastures are High Nature Value (HNV) and rented from the municipality. The farm has applied for - and has been receiving - both agri-environment and Natura 2000 payments to support maintenance of the grasslands through appropriate grazing management.,28,bed; altitude; grazing; balkan mountains; year; bulgaria; value chain; municipality; beef; blog; sales; reference; number; mountain; population density; berkovitsa municipality; cap; province; dialogue; farm; montana; logo; tradition; herd; cooperation; montana province; innovation; berkovitsa; facebook; danube; sofia; gross value added; employment; people; grassland; natura 2000; marketing; system; 400 metres; management; per capita income; time,25.5,42.75
Title: In Eastern Serbia/Mountain Rtanj; herb tea - Saturejea Montana. Event: Story begin. Description: The MOVING reference member state of this VC is SERBIA. The reference MOVING Card ID of this VC is VC 15 SER. There are several big byersand processors of medical herbs in the area of South-East Serbia. In the area of Sokobanja; there is one big buyer and processor (Adonis) who is also educating collectors how to collect herbs and respect steps for their renewal and habitat protection. Medicinal and aromatic wildly grown herbs picked on the Rtanj and the mountain Ozren (second mountain of the Sokobanja area); which is on the opposite; southern side of Sokobanja; account for the majority of the Serbian export of these commodities; which in 2018 reached 3.3 millio. Herbs are collected manually; dried and packed in differnt unifloral or multifloral artisans. Adonis made an innovation in packaging tisanes;a nd they have developed e-commerce for people to buy their products. Tisanes are sold in different healthy food stores; small shops; restaurants; as well as big retail stores. There is a growing trend to cultivate medical herbs in organised groups of farmers; especially in the areas that are known as 'clean and healthy' areas.,278,bed; stefan nemanja; london; bacteria; republic; year; taste; pollution; justinian i; reference; number; mountain; population density; majority; serbia; export; carpathian mountains; addition; nepeta; spa; workshop; rtanj; asthma; gross value added; karst; yugoslavia; respect; buyer; collision; serbian carpathians; fortress; aromatherapy; plant; devica; tetracycline; penicillin; grazing; south; crayfish; protection; monte carlo; cosmetics; sokobanja; east; paris; influences; montana; construction; e-commerce; belgrade; village; herb; innovation; slavs; politika; pannonian avars; employment; people; food; grassland; per capita income,20.933333333333334,43.95
Title: Traditional sheep's milk cottage cheese. Event: Story begin. Description: The MOVING reference member state of this VC is PORTUGAL ESTRELA. The reference MOVING Card ID of this VC is VC 03 PT2. Sheep of Bordaleira Serra da Estrela and/or Churra Mondegueira breeds feed on pastures exclusively from the geographical production area of Serra da Estrela. However; simple or compound food can be used to reinforce the diet; especially at the beginning and end of pregnancy and at the peak of lactation; with authorization from the producers group. Serra da Estrela Cottage Cheese PDO is obtained from the whey resulting from the production of Serra da Estrela Cheese PDO (VC 02 PT2); to which can be added raw sheep's milk; from Bordaleira Serra da Estrela and/or Churra Mondegueira breeds and water. Sometimes; under very particular and duly authorized conditions; Serrana goat breed milk can also be used. A producers cooperative is mainly dedicated to technical assistance to members and to the defense of the Protected Designation of Origin - Serra da Estrela.,211,bed; altitude; wool; year; portugal; municipality; covilhã; cottage cheese; manteigas; cheese; reference; churra; number; mountain; population density; village; hospital; glacier; sheep; seia; innovation; viseu; gross value added; employment; tábua; pastoralism; breed; grassland; protected designation of origin; certification; mangualde; tondela; whey; management; lactation; per capita income; arganil; valley; nelas; udder; landscape,-9.183333333333334,38.7
Title: Traditional local sweets and pastries. Event: Story begin. Description: The MOVING reference member state of this VC is SPAIN UCO. The reference MOVING Card ID of this VC is VC 43 ES. The sweets are mostly produced in small bakeries along the municipalities of Sierra Morena. In some cases the quality is guaranteed by the use of certified products such as PDO or organic olive oil; and other local products. However; the quality is mostly guranteed by the baker. The singularity of this VC is the use of traditional ingredients that come from the natural ecosystems and diverse traditional VCs (olive oil; nuts; honey; herbs; liquors or wine; pig fat).,380,spain; guadalquivir; south; year; taste; north; huelva; reference; mountain; population density; oil; honey; fat; olive oil; park; innovation; dehesa; gross value added; baker; employment; christmas; per capita income; sierra morena; time; wine; landscape,-3.5,40.2
Title: Ranger - truffle hunting. Event: Story begin. Description: The MOVING reference member state of this VC is HUNGARY. The reference MOVING Card ID of this VC is VC 20 HU. The key activities of this VC are collecting truffles; making special processed products and organising truffle collecting tours. They use forest areas on an environmentally friendly; sustainable way; not interfering with other activities; and at the same time creating high value added products. As lifestyle entrepreneurs; they are connected to a local community; seeking sustainable lifestyles; through them they connect to short food chains and can contribute to developing and spreading knowledge about sustainability.,132,bed; city; year; municipality; truffle; tours; hungary; cheese; transdanubian mountains; reference; number; population density; oil; hunting; village; park; knowledge; innovation; barnag; gross value added; employment; community; veszprém county; veszprém; per capita income; budapest,19.0,47.0
Title: Breakfast puddings (e.g. Haggis; black pudding; white pudding) (Eilean Siar/ Western Isles LAU1). Event: Story begin. Description: The MOVING reference member state of this VC is SCOTLAND HUTTON. The reference MOVING Card ID of this VC is VC 28 UK. Breakfast puddings including haggis and Stornoway black pudding are an important Scottish food and export commodity. Haggis has an export value of £8.8 million over the last ten years. Stornoway Black pudding has PGI status and is a world renowned Scottish product. Charles MacLeod (original Stornoway Black pudding producers) are worth around £2 million. Pudding production links multiple actors in a value chain including crofters/farmers; butchers; tourism providers and tourists themselves.,273,bed; commodity; year; taste; value chain; tourism; butcher; oatmeal; beef; stomach; scotland; supermarket; number; population density; world; offal; livestock; fat; poet; export; sheep; knowledge; brexit; innovation; england; black pudding; black; edinburgh; gross value added; climate; employment; pudding; crofting; food; stornoway; grassland; per capita income; farmer; risk; breakfast; haggis; providers; landscape,-5.0,57.0
Title: Protected Geographical Indication (PGI) beef. Event: Story begin. Description: The MOVING reference member state of this VC is SPAIN UCO. The reference MOVING Card ID of this VC is VC 24 ES. The VC includes the farmers and the associated slaughter houses and selling points. It is mandatory te breed limusin; charoles or avileña (and autochthonous breed from the region) cows to be part of the certification. They must graze in natural pastures and the calves must drink milk from their mothers during the first 6/7 months. The slaughter occurs between the 12th and 18th months. The use of any kind of growing or fattening hormone is forbidden. The potential negative impact is the overgrazing in some plots. However; as most of the extension of the PGI belongs to protected areas; this aspect is controlled. Another important element of this VC is the mechanism of control and labelling conducted by the certification organism (Indicación Geográfica Protegida Carne de la Sierra de Guadarrama).,373,spain; intensive farming; city; year; propper; beef; reference; mountain; population density; colmenar viejo; addition; innovation; organism; milk; overgrazing; gross value added; elaboration; employment; traceability; breed; grassland; certification; calves; meat; per capita income; madrid; landscape; capita,-3.5,40.2
